Accession,Organism_Name,SRA_Accession,Submitters,Organization,Org_location,Release_Date,Isolate,Species,Genus,Family,Molecule_type,Length,Sequence_Type,Nuc_Completeness,Genotype,Segment,Publications,Geo_Location,Country,USA,Host,Isolation_Source,Collection_Date,BioSample,BioProject,GenBank_Title
OR678410,Echovirus E9,NA,"Kamalova,D., Akhmetova,A., Amirgazin,A., Sytnik,I., Rudenko,V., Yessimkhanova,G., Bayesheva,D., Yegorov,S., Shevtsov,A.","National Center for Biotechnology, Kazakhstan, Laboratory of Applied Genetics",Kazakhstan,2023-11-25,NA,Enterovirus B,Enterovirus,Picornaviridae,ssRNA(+),7264,GenBank,partial,NA,NA,NA,Kazakhstan: Astana,Kazakhstan,NA,Homo sapiens,cerebrospinal fluid,2022-06-01,NA,NA,"Echovirus E9 strain EV-2/E9/KAZ/2022 polyprotein gene, complete cds"
OR678411,Coxsackievirus A9,NA,"Kamalova,D., Akhmetova,A., Amirgazin,A., Sytnik,I., Rudenko,V., Yessimkhanova,G., Bayesheva,D., Yegorov,S., Shevtsov,A.","National Center for Biotechnology, Kazakhstan, Laboratory of Applied Genetics",Kazakhstan,2023-11-25,NA,Enterovirus B,Enterovirus,Picornaviridae,ssRNA(+),7239,GenBank,partial,NA,NA,NA,Kazakhstan: Astana,Kazakhstan,NA,Homo sapiens,cerebrospinal fluid,2022-06-13,NA,NA,"Coxsackievirus A9 strain EV-30/CVA9/KAZ/2022 polyprotein gene, complete cds"
OR678413,Echovirus E9,NA,"Kamalova,D., Akhmetova,A., Amirgazin,A., Sytnik,I., Rudenko,V., Yessimkhanova,G., Bayesheva,D., Yegorov,S., Shevtsov,A.","National Center for Biotechnology, Kazakhstan, Laboratory of Applied Genetics",Kazakhstan,2023-11-25,NA,Enterovirus B,Enterovirus,Picornaviridae,ssRNA(+),7246,GenBank,partial,NA,NA,NA,Kazakhstan: Astana,Kazakhstan,NA,Homo sapiens,cerebrospinal fluid,2022-06-15,NA,NA,"Echovirus E9 strain EV-32/E9/KAZ/2022 polyprotein gene, complete cds"
OR678414,Coxsackievirus A9,NA,"Kamalova,D., Akhmetova,A., Amirgazin,A., Sytnik,I., Rudenko,V., Yessimkhanova,G., Bayesheva,D., Yegorov,S., Shevtsov,A.","National Center for Biotechnology, Kazakhstan, Laboratory of Applied Genetics",Kazakhstan,2023-11-25,NA,Enterovirus B,Enterovirus,Picornaviridae,ssRNA(+),7228,GenBank,partial,NA,NA,NA,Kazakhstan: Astana,Kazakhstan,NA,Homo sapiens,cerebrospinal fluid,2022-06-23,NA,NA,"Coxsackievirus A9 strain EV-38/CVA9/KAZ/2022 polyprotein gene, complete cds"
OR678415,Coxsackievirus B5,NA,"Kamalova,D., Akhmetova,A., Amirgazin,A., Sytnik,I., Rudenko,V., Yessimkhanova,G., Bayesheva,D., Yegorov,S., Shevtsov,A.","National Center for Biotechnology, Kazakhstan, Laboratory of Applied Genetics",Kazakhstan,2023-11-25,NA,Enterovirus B,Enterovirus,Picornaviridae,ssRNA(+),7195,GenBank,partial,NA,NA,NA,Kazakhstan: Astana,Kazakhstan,NA,Homo sapiens,cerebrospinal fluid,2022-06-17,NA,NA,"Coxsackievirus B5 strain EV-39/CVB5/KAZ/2022 polyprotein gene, complete cds"
OR678416,Coxsackievirus A9,NA,"Kamalova,D., Akhmetova,A., Amirgazin,A., Sytnik,I., Rudenko,V., Yessimkhanova,G., Bayesheva,D., Yegorov,S., Shevtsov,A.","National Center for Biotechnology, Kazakhstan, Laboratory of Applied Genetics",Kazakhstan,2023-11-25,NA,Enterovirus B,Enterovirus,Picornaviridae,ssRNA(+),7151,GenBank,partial,NA,NA,NA,Kazakhstan: Astana,Kazakhstan,NA,Homo sapiens,cerebrospinal fluid,2022-06-20,NA,NA,"Coxsackievirus A9 strain EV-41/CVA9/KAZ/2022 polyprotein gene, complete cds"
OR678417,Coxsackievirus A9,NA,"Kamalova,D., Akhmetova,A., Amirgazin,A., Sytnik,I., Rudenko,V., Yessimkhanova,G., Bayesheva,D., Yegorov,S., Shevtsov,A.","National Center for Biotechnology, Kazakhstan, Laboratory of Applied Genetics",Kazakhstan,2023-11-25,NA,Enterovirus B,Enterovirus,Picornaviridae,ssRNA(+),7279,GenBank,partial,NA,NA,NA,Kazakhstan: Astana,Kazakhstan,NA,Homo sapiens,cerebrospinal fluid,2022-06-20,NA,NA,"Coxsackievirus A9 strain EV-42/CVA9/KAZ/2022 polyprotein gene, complete cds"
OR678418,Coxsackievirus A9,NA,"Kamalova,D., Akhmetova,A., Amirgazin,A., Sytnik,I., Rudenko,V., Yessimkhanova,G., Bayesheva,D., Yegorov,S., Shevtsov,A.","National Center for Biotechnology, Kazakhstan, Laboratory of Applied Genetics",Kazakhstan,2023-11-25,NA,Enterovirus B,Enterovirus,Picornaviridae,ssRNA(+),7262,GenBank,partial,NA,NA,NA,Kazakhstan: Astana,Kazakhstan,NA,Homo sapiens,cerebrospinal fluid,2022-06-27,NA,NA,"Coxsackievirus A9 strain EV-45/CVA9/KAZ/2022 polyprotein gene, complete cds"
OR678419,Coxsackievirus A9,NA,"Kamalova,D., Akhmetova,A., Amirgazin,A., Sytnik,I., Rudenko,V., Yessimkhanova,G., Bayesheva,D., Yegorov,S., Shevtsov,A.","National Center for Biotechnology, Kazakhstan, Laboratory of Applied Genetics",Kazakhstan,2023-11-25,NA,Enterovirus B,Enterovirus,Picornaviridae,ssRNA(+),7238,GenBank,partial,NA,NA,NA,Kazakhstan: Astana,Kazakhstan,NA,Homo sapiens,cerebrospinal fluid,2022-06-27,NA,NA,"Coxsackievirus A9 strain EV-49/CVA9/KAZ/2022 polyprotein gene, complete cds"
OR678420,Coxsackievirus B5,NA,"Kamalova,D., Akhmetova,A., Amirgazin,A., Sytnik,I., Rudenko,V., Yessimkhanova,G., Bayesheva,D., Yegorov,S., Shevtsov,A.","National Center for Biotechnology, Kazakhstan, Laboratory of Applied Genetics",Kazakhstan,2023-11-25,NA,Enterovirus B,Enterovirus,Picornaviridae,ssRNA(+),7172,GenBank,partial,NA,NA,NA,Kazakhstan: Astana,Kazakhstan,NA,Homo sapiens,cerebrospinal fluid,2022-06-29,NA,NA,"Coxsackievirus B5 strain EV-50/CVB5/KAZ/2022 polyprotein gene, complete cds"
OR678422,Coxsackievirus B5,NA,"Kamalova,D., Akhmetova,A., Amirgazin,A., Sytnik,I., Rudenko,V., Yessimkhanova,G., Bayesheva,D., Yegorov,S., Shevtsov,A.","National Center for Biotechnology, Kazakhstan, Laboratory of Applied Genetics",Kazakhstan,2023-11-25,NA,Enterovirus B,Enterovirus,Picornaviridae,ssRNA(+),7208,GenBank,partial,NA,NA,NA,Kazakhstan: Astana,Kazakhstan,NA,Homo sapiens,cerebrospinal fluid,2022-07-02,NA,NA,"Coxsackievirus B5 strain EV-64/CVB5/KAZ/2022 polyprotein gene, complete cds"
OR678423,Coxsackievirus B5,NA,"Kamalova,D., Akhmetova,A., Amirgazin,A., Sytnik,I., Rudenko,V., Yessimkhanova,G., Bayesheva,D., Yegorov,S., Shevtsov,A.","National Center for Biotechnology, Kazakhstan, Laboratory of Applied Genetics",Kazakhstan,2023-11-25,NA,Enterovirus B,Enterovirus,Picornaviridae,ssRNA(+),7192,GenBank,partial,NA,NA,NA,Kazakhstan: Astana,Kazakhstan,NA,Homo sapiens,cerebrospinal fluid,2022-07-10,NA,NA,"Coxsackievirus B5 strain EV-69/CVB5/KAZ/2022 polyprotein gene, complete cds"
OR678424,Coxsackievirus A9,NA,"Kamalova,D., Akhmetova,A., Amirgazin,A., Sytnik,I., Rudenko,V., Yessimkhanova,G., Bayesheva,D., Yegorov,S., Shevtsov,A.","National Center for Biotechnology, Kazakhstan, Laboratory of Applied Genetics",Kazakhstan,2023-11-25,NA,Enterovirus B,Enterovirus,Picornaviridae,ssRNA(+),7204,GenBank,partial,NA,NA,NA,Kazakhstan: Astana,Kazakhstan,NA,Homo sapiens,cerebrospinal fluid,2022-05-29,NA,NA,"Coxsackievirus A9 strain EV-6/CVA9/KAZ/2022 polyprotein gene, complete cds"
OR678425,Coxsackievirus A9,NA,"Kamalova,D., Akhmetova,A., Amirgazin,A., Sytnik,I., Rudenko,V., Yessimkhanova,G., Bayesheva,D., Yegorov,S., Shevtsov,A.","National Center for Biotechnology, Kazakhstan, Laboratory of Applied Genetics",Kazakhstan,2023-11-25,NA,Enterovirus B,Enterovirus,Picornaviridae,ssRNA(+),7249,GenBank,partial,NA,NA,NA,Kazakhstan: Astana,Kazakhstan,NA,Homo sapiens,cerebrospinal fluid,2022-05-31,NA,NA,"Coxsackievirus A9 strain EV-7/CVA9/KAZ/2022 polyprotein gene, complete cds"
OR678426,Coxsackievirus B5,NA,"Kamalova,D., Akhmetova,A., Amirgazin,A., Sytnik,I., Rudenko,V., Yessimkhanova,G., Bayesheva,D., Yegorov,S., Shevtsov,A.","National Center for Biotechnology, Kazakhstan, Laboratory of Applied Genetics",Kazakhstan,2023-11-25,NA,Enterovirus B,Enterovirus,Picornaviridae,ssRNA(+),6841,GenBank,partial,NA,NA,NA,Kazakhstan: Astana,Kazakhstan,NA,Homo sapiens,cerebrospinal fluid,2022-09-06,NA,NA,"Coxsackievirus B5 strain EV-A1-2/CVB5/KAZ/2022 polyprotein gene, complete cds"
OR678427,Coxsackievirus B5,NA,"Kamalova,D., Akhmetova,A., Amirgazin,A., Sytnik,I., Rudenko,V., Yessimkhanova,G., Bayesheva,D., Yegorov,S., Shevtsov,A.","National Center for Biotechnology, Kazakhstan, Laboratory of Applied Genetics",Kazakhstan,2023-11-25,NA,Enterovirus B,Enterovirus,Picornaviridae,ssRNA(+),6850,GenBank,partial,NA,NA,NA,Kazakhstan: Astana,Kazakhstan,NA,Homo sapiens,oronasopharynx,2022-09-18,NA,NA,"Coxsackievirus B5 strain EV-A2-2/CVB5/KAZ/2022 polyprotein gene, complete cds"
OR678429,Echovirus E25,NA,"Kamalova,D., Akhmetova,A., Amirgazin,A., Sytnik,I., Rudenko,V., Yessimkhanova,G., Bayesheva,D., Yegorov,S., Shevtsov,A.","National Center for Biotechnology, Kazakhstan, Laboratory of Applied Genetics",Kazakhstan,2023-11-25,NA,Enterovirus B,Enterovirus,Picornaviridae,ssRNA(+),6852,GenBank,partial,NA,NA,NA,Kazakhstan: Astana,Kazakhstan,NA,Homo sapiens,oronasopharynx,2022-06-28,NA,NA,"Echovirus E25 strain EV-A3/E25/KAZ/2022 polyprotein gene, complete cds"
OR678430,Coxsackievirus A9,NA,"Kamalova,D., Akhmetova,A., Amirgazin,A., Sytnik,I., Rudenko,V., Yessimkhanova,G., Bayesheva,D., Yegorov,S., Shevtsov,A.","National Center for Biotechnology, Kazakhstan, Laboratory of Applied Genetics",Kazakhstan,2023-11-25,NA,Enterovirus B,Enterovirus,Picornaviridae,ssRNA(+),6889,GenBank,partial,NA,NA,NA,Kazakhstan: Astana,Kazakhstan,NA,Homo sapiens,oronasopharynx,2022-07-06,NA,NA,"Coxsackievirus A9 strain EV-A4/CVA9/KAZ/2022 polyprotein gene, complete cds"
OR678431,Coxsackievirus B5,NA,"Kamalova,D., Akhmetova,A., Amirgazin,A., Sytnik,I., Rudenko,V., Yessimkhanova,G., Bayesheva,D., Yegorov,S., Shevtsov,A.","National Center for Biotechnology, Kazakhstan, Laboratory of Applied Genetics",Kazakhstan,2023-11-25,NA,Enterovirus B,Enterovirus,Picornaviridae,ssRNA(+),6850,GenBank,partial,NA,NA,NA,Kazakhstan: Astana,Kazakhstan,NA,Homo sapiens,cerebrospinal fluid,2022-09-11,NA,NA,"Coxsackievirus B5 strain EV-B1-2/CVB5/KAZ/2022 polyprotein gene, complete cds"
OR678432,Coxsackievirus A9,NA,"Kamalova,D., Akhmetova,A., Amirgazin,A., Sytnik,I., Rudenko,V., Yessimkhanova,G., Bayesheva,D., Yegorov,S., Shevtsov,A.","National Center for Biotechnology, Kazakhstan, Laboratory of Applied Genetics",Kazakhstan,2023-11-25,NA,Enterovirus B,Enterovirus,Picornaviridae,ssRNA(+),6898,GenBank,partial,NA,NA,NA,Kazakhstan: Astana,Kazakhstan,NA,Homo sapiens,oronasopharynx,2022-06-23,NA,NA,"Coxsackievirus A9 strain EV-B1/CVA9/KAZ/2022 polyprotein gene, complete cds"
OR678434,Echovirus E6,NA,"Kamalova,D., Akhmetova,A., Amirgazin,A., Sytnik,I., Rudenko,V., Yessimkhanova,G., Bayesheva,D., Yegorov,S., Shevtsov,A.","National Center for Biotechnology, Kazakhstan, Laboratory of Applied Genetics",Kazakhstan,2023-11-25,NA,Enterovirus B,Enterovirus,Picornaviridae,ssRNA(+),6912,GenBank,partial,NA,NA,NA,Kazakhstan: Astana,Kazakhstan,NA,Homo sapiens,oronasopharynx,2022-06-28,NA,NA,"Echovirus E6 strain EV-B3-vir1/E6/KAZ/2022 polyprotein gene, complete cds"
OR678435,Coxsackievirus A9,NA,"Kamalova,D., Akhmetova,A., Amirgazin,A., Sytnik,I., Rudenko,V., Yessimkhanova,G., Bayesheva,D., Yegorov,S., Shevtsov,A.","National Center for Biotechnology, Kazakhstan, Laboratory of Applied Genetics",Kazakhstan,2023-11-25,NA,Enterovirus B,Enterovirus,Picornaviridae,ssRNA(+),6901,GenBank,partial,NA,NA,NA,Kazakhstan: Astana,Kazakhstan,NA,Homo sapiens,oronasopharynx,2022-06-28,NA,NA,"Coxsackievirus A9 strain EV-B3-vir2/CVA9/KAZ/2022 polyprotein gene, complete cds"
OR678436,Echovirus E25,NA,"Kamalova,D., Akhmetova,A., Amirgazin,A., Sytnik,I., Rudenko,V., Yessimkhanova,G., Bayesheva,D., Yegorov,S., Shevtsov,A.","National Center for Biotechnology, Kazakhstan, Laboratory of Applied Genetics",Kazakhstan,2023-11-25,NA,Enterovirus B,Enterovirus,Picornaviridae,ssRNA(+),6844,GenBank,partial,NA,NA,NA,Kazakhstan: Astana,Kazakhstan,NA,Homo sapiens,oronasopharynx,2022-07-09,NA,NA,"Echovirus E25 strain EV-B4/E25/KAZ/2022 polyprotein gene, complete cds"
OR678437,Echovirus E6,NA,"Kamalova,D., Akhmetova,A., Amirgazin,A., Sytnik,I., Rudenko,V., Yessimkhanova,G., Bayesheva,D., Yegorov,S., Shevtsov,A.","National Center for Biotechnology, Kazakhstan, Laboratory of Applied Genetics",Kazakhstan,2023-11-25,NA,Enterovirus B,Enterovirus,Picornaviridae,ssRNA(+),6965,GenBank,partial,NA,NA,NA,Kazakhstan: Astana,Kazakhstan,NA,Homo sapiens,oronasopharynx,2022-07-14,NA,NA,"Echovirus E6 strain EV-C1-2/E6/KAZ/2022 polyprotein gene, complete cds"
OR678438,Coxsackievirus B5,NA,"Kamalova,D., Akhmetova,A., Amirgazin,A., Sytnik,I., Rudenko,V., Yessimkhanova,G., Bayesheva,D., Yegorov,S., Shevtsov,A.","National Center for Biotechnology, Kazakhstan, Laboratory of Applied Genetics",Kazakhstan,2023-11-25,NA,Enterovirus B,Enterovirus,Picornaviridae,ssRNA(+),6899,GenBank,partial,NA,NA,NA,Kazakhstan: Astana,Kazakhstan,NA,Homo sapiens,oronasopharynx,2022-06-20,NA,NA,"Coxsackievirus B5 strain EV-C1/CVB5/KAZ/2022 polyprotein gene, complete cds"
OR678439,Coxsackievirus A9,NA,"Kamalova,D., Akhmetova,A., Amirgazin,A., Sytnik,I., Rudenko,V., Yessimkhanova,G., Bayesheva,D., Yegorov,S., Shevtsov,A.","National Center for Biotechnology, Kazakhstan, Laboratory of Applied Genetics",Kazakhstan,2023-11-25,NA,Enterovirus B,Enterovirus,Picornaviridae,ssRNA(+),6920,GenBank,partial,NA,NA,NA,Kazakhstan: Astana,Kazakhstan,NA,Homo sapiens,oronasopharynx,2022-09-13,NA,NA,"Coxsackievirus A9 strain EV-C2-2/CVA9/KAZ/2022 polyprotein gene, complete cds"
OR678440,Coxsackievirus A9,NA,"Kamalova,D., Akhmetova,A., Amirgazin,A., Sytnik,I., Rudenko,V., Yessimkhanova,G., Bayesheva,D., Yegorov,S., Shevtsov,A.","National Center for Biotechnology, Kazakhstan, Laboratory of Applied Genetics",Kazakhstan,2023-11-25,NA,Enterovirus B,Enterovirus,Picornaviridae,ssRNA(+),6872,GenBank,partial,NA,NA,NA,Kazakhstan: Astana,Kazakhstan,NA,Homo sapiens,oronasopharynx,2022-06-27,NA,NA,"Coxsackievirus A9 strain EV-C3/CVA9/KAZ/2022 polyprotein gene, complete cds"
OR678441,Echovirus E6,NA,"Kamalova,D., Akhmetova,A., Amirgazin,A., Sytnik,I., Rudenko,V., Yessimkhanova,G., Bayesheva,D., Yegorov,S., Shevtsov,A.","National Center for Biotechnology, Kazakhstan, Laboratory of Applied Genetics",Kazakhstan,2023-11-25,NA,Enterovirus B,Enterovirus,Picornaviridae,ssRNA(+),6855,GenBank,partial,NA,NA,NA,Kazakhstan: Astana,Kazakhstan,NA,Homo sapiens,oronasopharynx,2022-07-11,NA,NA,"Echovirus E6 strain EV-C4/E6/KAZ/2022 polyprotein gene, complete cds"
OR678442,Echovirus E21,NA,"Kamalova,D., Akhmetova,A., Amirgazin,A., Sytnik,I., Rudenko,V., Yessimkhanova,G., Bayesheva,D., Yegorov,S., Shevtsov,A.","National Center for Biotechnology, Kazakhstan, Laboratory of Applied Genetics",Kazakhstan,2023-11-25,NA,Enterovirus B,Enterovirus,Picornaviridae,ssRNA(+),6863,GenBank,partial,NA,NA,NA,Kazakhstan: Astana,Kazakhstan,NA,Homo sapiens,oronasopharynx,2022-07-15,NA,NA,"Echovirus E21 strain EV-D1-2/E21/KAZ/2022 polyprotein gene, complete cds"
OR678443,Coxsackievirus A9,NA,"Kamalova,D., Akhmetova,A., Amirgazin,A., Sytnik,I., Rudenko,V., Yessimkhanova,G., Bayesheva,D., Yegorov,S., Shevtsov,A.","National Center for Biotechnology, Kazakhstan, Laboratory of Applied Genetics",Kazakhstan,2023-11-25,NA,Enterovirus B,Enterovirus,Picornaviridae,ssRNA(+),6943,GenBank,partial,NA,NA,NA,Kazakhstan: Astana,Kazakhstan,NA,Homo sapiens,oronasopharynx,2022-06-22,NA,NA,"Coxsackievirus A9 strain EV-D1/CVA9/KAZ/2022 polyprotein gene, complete cds"
OR678444,Echovirus E25,NA,"Kamalova,D., Akhmetova,A., Amirgazin,A., Sytnik,I., Rudenko,V., Yessimkhanova,G., Bayesheva,D., Yegorov,S., Shevtsov,A.","National Center for Biotechnology, Kazakhstan, Laboratory of Applied Genetics",Kazakhstan,2023-11-25,NA,Enterovirus B,Enterovirus,Picornaviridae,ssRNA(+),6817,GenBank,partial,NA,NA,NA,Kazakhstan: Astana,Kazakhstan,NA,Homo sapiens,oronasopharynx,2022-06-23,NA,NA,"Echovirus E25 strain EV-D2/E25/KAZ/2022 polyprotein gene, complete cds"
OR678445,Coxsackievirus A9,NA,"Kamalova,D., Akhmetova,A., Amirgazin,A., Sytnik,I., Rudenko,V., Yessimkhanova,G., Bayesheva,D., Yegorov,S., Shevtsov,A.","National Center for Biotechnology, Kazakhstan, Laboratory of Applied Genetics",Kazakhstan,2023-11-25,NA,Enterovirus B,Enterovirus,Picornaviridae,ssRNA(+),6907,GenBank,partial,NA,NA,NA,Kazakhstan: Astana,Kazakhstan,NA,Homo sapiens,oronasopharynx,2022-06-29,NA,NA,"Coxsackievirus A9 strain EV-D3/CVA9/KAZ/2022 polyprotein gene, complete cds"
OR678446,Coxsackievirus A9,NA,"Kamalova,D., Akhmetova,A., Amirgazin,A., Sytnik,I., Rudenko,V., Yessimkhanova,G., Bayesheva,D., Yegorov,S., Shevtsov,A.","National Center for Biotechnology, Kazakhstan, Laboratory of Applied Genetics",Kazakhstan,2023-11-25,NA,Enterovirus B,Enterovirus,Picornaviridae,ssRNA(+),6933,GenBank,partial,NA,NA,NA,Kazakhstan: Astana,Kazakhstan,NA,Homo sapiens,oronasopharynx,2022-07-12,NA,NA,"Coxsackievirus A9 strain EV-D4/CVA9/KAZ/2022 polyprotein gene, complete cds"
OR678447,Coxsackievirus B5,NA,"Kamalova,D., Akhmetova,A., Amirgazin,A., Sytnik,I., Rudenko,V., Yessimkhanova,G., Bayesheva,D., Yegorov,S., Shevtsov,A.","National Center for Biotechnology, Kazakhstan, Laboratory of Applied Genetics",Kazakhstan,2023-11-25,NA,Enterovirus B,Enterovirus,Picornaviridae,ssRNA(+),6820,GenBank,partial,NA,NA,NA,Kazakhstan: Astana,Kazakhstan,NA,Homo sapiens,cerebrospinal fluid,2022-09-24,NA,NA,"Coxsackievirus B5 strain EV-E1-2/CVB5/KAZ/2022 polyprotein gene, complete cds"
OR678449,Coxsackievirus B5,NA,"Kamalova,D., Akhmetova,A., Amirgazin,A., Sytnik,I., Rudenko,V., Yessimkhanova,G., Bayesheva,D., Yegorov,S., Shevtsov,A.","National Center for Biotechnology, Kazakhstan, Laboratory of Applied Genetics",Kazakhstan,2023-11-25,NA,Enterovirus B,Enterovirus,Picornaviridae,ssRNA(+),6837,GenBank,partial,NA,NA,NA,Kazakhstan: Astana,Kazakhstan,NA,Homo sapiens,oronasopharynx,2022-06-29,NA,NA,"Coxsackievirus B5 strain EV-E2-vir1/CVB5/KAZ/2022 polyprotein gene, partial cds"
OR678450,Echovirus E6,NA,"Kamalova,D., Akhmetova,A., Amirgazin,A., Sytnik,I., Rudenko,V., Yessimkhanova,G., Bayesheva,D., Yegorov,S., Shevtsov,A.","National Center for Biotechnology, Kazakhstan, Laboratory of Applied Genetics",Kazakhstan,2023-11-25,NA,Enterovirus B,Enterovirus,Picornaviridae,ssRNA(+),6866,GenBank,partial,NA,NA,NA,Kazakhstan: Astana,Kazakhstan,NA,Homo sapiens,oronasopharynx,2022-06-29,NA,NA,"Echovirus E6 strain EV-E2-vir2/E6/KAZ/2022 polyprotein gene, complete cds"
OR678451,Echovirus E6,NA,"Kamalova,D., Akhmetova,A., Amirgazin,A., Sytnik,I., Rudenko,V., Yessimkhanova,G., Bayesheva,D., Yegorov,S., Shevtsov,A.","National Center for Biotechnology, Kazakhstan, Laboratory of Applied Genetics",Kazakhstan,2023-11-25,NA,Enterovirus B,Enterovirus,Picornaviridae,ssRNA(+),6950,GenBank,partial,NA,NA,NA,Kazakhstan: Astana,Kazakhstan,NA,Homo sapiens,oronasopharynx,2022-06-27,NA,NA,"Echovirus E6 strain EV-E3/E6/KAZ/2022 polyprotein gene, complete cds"
OR678452,Echovirus E6,NA,"Kamalova,D., Akhmetova,A., Amirgazin,A., Sytnik,I., Rudenko,V., Yessimkhanova,G., Bayesheva,D., Yegorov,S., Shevtsov,A.","National Center for Biotechnology, Kazakhstan, Laboratory of Applied Genetics",Kazakhstan,2023-11-25,NA,Enterovirus B,Enterovirus,Picornaviridae,ssRNA(+),6838,GenBank,partial,NA,NA,NA,Kazakhstan: Astana,Kazakhstan,NA,Homo sapiens,oronasopharynx,2022-07-13,NA,NA,"Echovirus E6 strain EV-E4/E6/KAZ/2022 polyprotein gene, complete cds"
OR678453,Coxsackievirus A9,NA,"Kamalova,D., Akhmetova,A., Amirgazin,A., Sytnik,I., Rudenko,V., Yessimkhanova,G., Bayesheva,D., Yegorov,S., Shevtsov,A.","National Center for Biotechnology, Kazakhstan, Laboratory of Applied Genetics",Kazakhstan,2023-11-25,NA,Enterovirus B,Enterovirus,Picornaviridae,ssRNA(+),7015,GenBank,partial,NA,NA,NA,Kazakhstan: Astana,Kazakhstan,NA,Homo sapiens,cerebrospinal fluid,2022-09-09,NA,NA,"Coxsackievirus A9 strain EV-F1-2/CVA9/KAZ/2022 polyprotein gene, complete cds"
OR678455,Echovirus E9,NA,"Kamalova,D., Akhmetova,A., Amirgazin,A., Sytnik,I., Rudenko,V., Yessimkhanova,G., Bayesheva,D., Yegorov,S., Shevtsov,A.","National Center for Biotechnology, Kazakhstan, Laboratory of Applied Genetics",Kazakhstan,2023-11-25,NA,Enterovirus B,Enterovirus,Picornaviridae,ssRNA(+),6903,GenBank,partial,NA,NA,NA,Kazakhstan: Astana,Kazakhstan,NA,Homo sapiens,oronasopharynx,2022-06-24,NA,NA,"Echovirus E9 strain EV-F2/E9/KAZ/2022 polyprotein gene, complete cds"
OR678456,Coxsackievirus A9,NA,"Kamalova,D., Akhmetova,A., Amirgazin,A., Sytnik,I., Rudenko,V., Yessimkhanova,G., Bayesheva,D., Yegorov,S., Shevtsov,A.","National Center for Biotechnology, Kazakhstan, Laboratory of Applied Genetics",Kazakhstan,2023-11-25,NA,Enterovirus B,Enterovirus,Picornaviridae,ssRNA(+),7004,GenBank,partial,NA,NA,NA,Kazakhstan: Astana,Kazakhstan,NA,Homo sapiens,oronasopharynx,2022-06-29,NA,NA,"Coxsackievirus A9 strain EV-F3/CVA9/KAZ/2022 polyprotein gene, complete cds"
OR678457,Echovirus E6,NA,"Kamalova,D., Akhmetova,A., Amirgazin,A., Sytnik,I., Rudenko,V., Yessimkhanova,G., Bayesheva,D., Yegorov,S., Shevtsov,A.","National Center for Biotechnology, Kazakhstan, Laboratory of Applied Genetics",Kazakhstan,2023-11-25,NA,Enterovirus B,Enterovirus,Picornaviridae,ssRNA(+),6823,GenBank,partial,NA,NA,NA,Kazakhstan: Astana,Kazakhstan,NA,Homo sapiens,cerebrospinal fluid,2022-09-09,NA,NA,"Echovirus E6 strain EV-G1-2/E6/KAZ/2022 polyprotein gene, complete cds"
OR678458,Coxsackievirus B5,NA,"Kamalova,D., Akhmetova,A., Amirgazin,A., Sytnik,I., Rudenko,V., Yessimkhanova,G., Bayesheva,D., Yegorov,S., Shevtsov,A.","National Center for Biotechnology, Kazakhstan, Laboratory of Applied Genetics",Kazakhstan,2023-11-25,NA,Enterovirus B,Enterovirus,Picornaviridae,ssRNA(+),6918,GenBank,partial,NA,NA,NA,Kazakhstan: Astana,Kazakhstan,NA,Homo sapiens,oronasopharynx,2022-06-23,NA,NA,"Coxsackievirus B5 strain EV-G1/CVB5/KAZ/2022 polyprotein gene, complete cds"
OR678459,Echovirus E6,NA,"Kamalova,D., Akhmetova,A., Amirgazin,A., Sytnik,I., Rudenko,V., Yessimkhanova,G., Bayesheva,D., Yegorov,S., Shevtsov,A.","National Center for Biotechnology, Kazakhstan, Laboratory of Applied Genetics",Kazakhstan,2023-11-25,NA,Enterovirus B,Enterovirus,Picornaviridae,ssRNA(+),6963,GenBank,partial,NA,NA,NA,Kazakhstan: Astana,Kazakhstan,NA,Homo sapiens,oronasopharynx,2022-06-29,NA,NA,"Echovirus E6 strain EV-G3-vir1/E6/KAZ/2022 polyprotein gene, complete cds"
OR678461,Echovirus E9,NA,"Kamalova,D., Akhmetova,A., Amirgazin,A., Sytnik,I., Rudenko,V., Yessimkhanova,G., Bayesheva,D., Yegorov,S., Shevtsov,A.","National Center for Biotechnology, Kazakhstan, Laboratory of Applied Genetics",Kazakhstan,2023-11-25,NA,Enterovirus B,Enterovirus,Picornaviridae,ssRNA(+),6992,GenBank,partial,NA,NA,NA,Kazakhstan: Astana,Kazakhstan,NA,Homo sapiens,oronasopharynx,2022-06-23,NA,NA,"Echovirus E9 strain EV-H1-vir1/E9/KAZ/2022 polyprotein gene, complete cds"
OR678462,Coxsackievirus A9,NA,"Kamalova,D., Akhmetova,A., Amirgazin,A., Sytnik,I., Rudenko,V., Yessimkhanova,G., Bayesheva,D., Yegorov,S., Shevtsov,A.","National Center for Biotechnology, Kazakhstan, Laboratory of Applied Genetics",Kazakhstan,2023-11-25,NA,Enterovirus B,Enterovirus,Picornaviridae,ssRNA(+),7035,GenBank,partial,NA,NA,NA,Kazakhstan: Astana,Kazakhstan,NA,Homo sapiens,oronasopharynx,2022-06-23,NA,NA,"Coxsackievirus A9 strain EV-H1-vir2/CVA9/KAZ/2022 polyprotein gene, complete cds"
